"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group","Option.Set","SCC.Level.One","SCC.Level.Two","SCC.Level.Three","SCC.Level.Four","Map.To","Last.Inventory.Year","Created_Date","Revised_Date","Usage.Notes"
"3457","2460000065","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /n-Butyl Alcohol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","n-Butyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3458","2460000070","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Isobutyl Alcohol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Isobutyl Alcohol",NA,1999,"","4/14/2003 0:00:00",""
"3459","2460000165","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Ethanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Ethanol",NA,1999,"","4/14/2003 0:00:00",""
"3460","2460000170","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Ethyl Acetate","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Ethyl Acetate",NA,1999,"","4/14/2003 0:00:00",""
"3461","2460000185","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Ethylbenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Ethylbenzene",NA,1999,"","4/14/2003 0:00:00",""
"3462","2460000250","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Isopropanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Isopropanol",NA,1999,"","4/14/2003 0:00:00",""
"3463","2460000260","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Methanol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Methanol",NA,1999,"","4/14/2003 0:00:00",""
"3464","2460000285","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Methyl Isobutyl Ketone","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Methyl Isobutyl Ketone",NA,1999,"","4/14/2003 0:00:00",""
"3465","2460000300","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Monochlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Monochlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3466","2460000330","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /o-Dichlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","o-Dichlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3467","2460000340","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /p-Dichlorobenzene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","p-Dichlorobenzene",NA,1999,"","4/14/2003 0:00:00",""
"3468","2460000345","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Perchloroethylene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Perchloroethylene",NA,1999,"","4/14/2003 0:00:00",""
"3469","2460000350","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Propylene Glycol","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Propylene Glycol",NA,1999,"","4/14/2003 0:00:00",""
"3470","2460000370","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3471","2460000385","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Trichloroethylene","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Trichloroethylene",NA,1999,"","4/14/2003 0:00:00",""
"3472","2460000999","Nonpoint","Misc Non-indus: Consumer & Comm /All Processes /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Processes","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3473","2460100000","Nonpoint","Misc Non-indus: Consumer & Comm /All Personal Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Personal Care Products","Total: All Solvent Types",NA,NA,"","",""
"3474","2460110000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Hair Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Hair Care Products","Total: All Solvent Types",NA,NA,"","",""
"3475","2460120000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Deodorants and Antiperspirants /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Deodorants and Antiperspirants","Total: All Solvent Types",NA,NA,"","",""
"3476","2460130000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Fragrance Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Fragrance Products","Total: All Solvent Types",NA,NA,"","",""
"3477","2460140000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Powders /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Powders","Total: All Solvent Types",NA,NA,"","",""
"3478","2460150000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Nail Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Nail Care Products","Total: All Solvent Types",NA,NA,"","",""
"3479","2460160000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Facial and Body Treatments /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Facial and Body Treatments","Total: All Solvent Types",NA,NA,"","",""
"3480","2460170000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Oral Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Oral Care Products","Total: All Solvent Types",NA,NA,"","",""
"3481","2460180000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Health Use Products (External Only) /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Health Use Products (External Only)","Total: All Solvent Types",NA,NA,"","",""
"3482","2460190000","Nonpoint","Misc Non-indus: Consumer & Comm /Personal Care Products: Misc Personal Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Personal Care Products: Miscellaneous Personal Care Products","Total: All Solvent Types",NA,NA,"","",""
"3483","2460200000","Nonpoint","Misc Non-indus: Consumer & Comm /All Household Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Household Products","Total: All Solvent Types",NA,NA,"","",""
"3484","2460210000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Hard Surface Cleaners /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Hard Surface Cleaners","Total: All Solvent Types",NA,NA,"","",""
"3485","2460220000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Laundry Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Laundry Products","Total: All Solvent Types",NA,NA,"","",""
"3486","2460230000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Fabric & Carpet Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Fabric and Carpet Care Products","Total: All Solvent Types",NA,NA,"","",""
"3487","2460240000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Dishwashing Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Dishwashing Products","Total: All Solvent Types",NA,NA,"","",""
"3488","2460250000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Waxes & Polishes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Waxes and Polishes","Total: All Solvent Types",NA,NA,"","",""
"3489","2460260000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Air Fresheners /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Air Fresheners","Total: All Solvent Types",NA,NA,"","",""
"3490","2460270000","Nonpoint","Misc Non-indus: Consumer & Comm /Household Products: Shoe & Leather Care Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Shoe and Leather Care Products","Total: All Solvent Types",NA,NA,"","",""
"3491","2460290000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Household Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B2B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Household Products: Miscellaneous Household Products","Total: All Solvent Types",NA,NA,"","",""
"3492","2460400000","Nonpoint","Misc Non-indus: Consumer & Comm /All Auto Aftermarket Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B3A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Automotive Aftermarket Products","Total: All Solvent Types",NA,NA,"","",""
"3493","2460410000","Nonpoint","Misc Non-indus: Consumer & Comm /Auto Aftermarket Products: Detailing Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B3B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Automotive Aftermarket Products: Detailing Products","Total: All Solvent Types",NA,NA,"","",""
"3494","2460420000","Nonpoint","Misc Non-indus: Consumer & Comm /Auto Aftermarket Products: Maint & Repair Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B3B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Automotive Aftermarket Products: Maintenance and Repair Products","Total: All Solvent Types",NA,NA,"","",""
"3495","2460500000","Nonpoint","Misc Non-indus: Consumer & Comm /All Coatings & Related Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B4A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Coatings and Related Products","Total: All Solvent Types",NA,NA,"","",""
"3496","2460510000","Nonpoint","Misc Non-indus: Consumer & Comm /Coatings & Related Products: Aerosol Spray Paints /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B4B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Coatings and Related Products: Aerosol Spray Paints","Total: All Solvent Types",NA,NA,"","",""
"3497","2460520000","Nonpoint","Misc Non-indus: Consumer & Comm /Coatings & Related Products: Coating Related Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B4B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Coatings and Related Products: Coating Related Products","Total: All Solvent Types",NA,NA,"","",""
"3498","2460600000","Nonpoint","Misc Non-indus: Consumer & Comm /All Adhesives & Sealants /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B5A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All Adhesives and Sealants","Total: All Solvent Types",NA,NA,"","",""
"3499","2460610000","Nonpoint","Misc Non-indus: Consumer & Comm /Adhesives & Sealants: Adhesives /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B5B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Adhesives and Sealants: Adhesives","Total: All Solvent Types",NA,NA,"","",""
"3500","2460620000","Nonpoint","Misc Non-indus: Consumer & Comm /Adhesives & Sealants: Sealants /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B5B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Adhesives and Sealants: Sealants","Total: All Solvent Types",NA,NA,"","",""
"3501","2460800000","Nonpoint","Misc Non-indus: Consumer & Comm /All FIFRA Related Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","All FIFRA Related Products","Total: All Solvent Types",NA,NA,"","",""
"3502","2460810000","Nonpoint","Misc Non-indus: Consumer & Comm /FIFRA Related Products: Insecticides /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","FIFRA Related Products: Insecticides","Total: All Solvent Types",NA,NA,"","",""
"3503","2460820000","Nonpoint","Misc Non-indus: Consumer & Comm /FIFRA Related Products: Fungicides & Nematicides /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","FIFRA Related Products: Fungicides and Nematicides","Total: All Solvent Types",NA,NA,"","",""
"3504","2460830000","Nonpoint","Misc Non-indus: Consumer & Comm /FIFRA Related Products: Herbicides /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","FIFRA Related Products: Herbicides","Total: All Solvent Types",NA,NA,"","",""
"3505","2460840000","Nonpoint","Misc Non-indus: Consumer & Comm /FIFRA Related Products: Antimicrobial Agents /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","FIFRA Related Products: Antimicrobial Agents","Total: All Solvent Types",NA,NA,"","",""
"3506","2460890000","Nonpoint","Misc Non-indus: Consumer & Comm /FIFRA Related Products: Other FIFRA Related Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","FIFRA Related Products: Other FIFRA Related Products","Total: All Solvent Types",NA,NA,"","",""
"3507","2460900000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Products (Not Otherwise Covered) /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B7A","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Miscellaneous Products (Not Otherwise Covered)","Total: All Solvent Types",NA,NA,"","",""
"3508","2460910000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Products: Arts & Crafts Supplies /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Miscellaneous Products: Arts and Crafts Supplies","Total: All Solvent Types",NA,NA,"","",""
"3509","2460920000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Products: Non-Pesticidal Veterinary & Pet Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Miscellaneous Products: Non-Pesticidal Veterinary and Pet Products","Total: All Solvent Types",NA,NA,"","",""
"3510","2460930000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Products: Pressurized Food Products /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Miscellaneous Products: Pressurized Food Products","Total: All Solvent Types",NA,NA,"","",""
"3511","2460940000","Nonpoint","Misc Non-indus: Consumer & Comm /Misc Products: Office Supplies /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Consumer/Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Consumer and Commercial","Miscellaneous Products: Office Supplies","Total: All Solvent Types",NA,NA,"","",""
"3512","2461000000","Nonpoint","Misc Non-industrial: Commercial /All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","All Processes","Total: All Solvent Types",NA,NA,"","",""
"3513","2461020000","Nonpoint","Misc Non-industrial: Commercial /Asphalt Application: All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B1A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Application: All Processes","Total: All Solvent Types",NA,NA,"","",""
"3514","2461020370","Nonpoint","Misc Non-industrial: Commercial /Asphalt Application: All Processes /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Application: All Processes","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3515","2461020999","Nonpoint","Misc Non-industrial: Commercial /Asphalt Application: All Processes /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Application: All Processes","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3516","2461021000","Nonpoint","Misc Non-industrial: Commercial /Cutback Asphalt /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Cutback Asphalt","Total: All Solvent Types",NA,NA,"","",""
"3517","2461021370","Nonpoint","Misc Non-industrial: Commercial /Cutback Asphalt /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Cutback Asphalt","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3518","2461021999","Nonpoint","Misc Non-industrial: Commercial /Cutback Asphalt /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Cutback Asphalt","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3519","2461022000","Nonpoint","Misc Non-industrial: Commercial /Emulsified Asphalt /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Emulsified Asphalt","Total: All Solvent Types",NA,NA,"","",""
"3520","2461022370","Nonpoint","Misc Non-industrial: Commercial /Emulsified Asphalt /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Emulsified Asphalt","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3521","2461022999","Nonpoint","Misc Non-industrial: Commercial /Emulsified Asphalt /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Emulsified Asphalt","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3522","2461023000","Nonpoint","Misc Non-industrial: Commercial /Asphalt Roofing /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Roofing","Total: All Solvent Types",NA,NA,"","",""
"3523","2461023370","Nonpoint","Misc Non-industrial: Commercial /Asphalt Roofing /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Roofing","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3524","2461023999","Nonpoint","Misc Non-industrial: Commercial /Asphalt Roofing /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Roofing","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3525","2461024000","Nonpoint","Misc Non-industrial: Commercial /Asphalt Pipe Coating /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B1B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Pipe Coating","Total: All Solvent Types",NA,NA,"","",""
"3526","2461024370","Nonpoint","Misc Non-industrial: Commercial /Asphalt Pipe Coating /Special Naphthas","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Pipe Coating","Special Naphthas",NA,1999,"","4/14/2003 0:00:00",""
"3527","2461024999","Nonpoint","Misc Non-industrial: Commercial /Asphalt Pipe Coating /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Asphalt Pipe Coating","Solvents: NEC",NA,1999,"","4/14/2003 0:00:00",""
"3528","2461050000","Nonpoint","Misc Non-industrial: Commercial /Film Roofing: All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B2A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Film Roofing: All Processes","Total: All Solvent Types",NA,NA,"","",""
"3529","2461100000","Nonpoint","Misc Non-industrial: Commercial /Solvent Reclamation: All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B3A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Solvent Reclamation: All Processes","Total: All Solvent Types",NA,NA,"","",""
"3530","2461160000","Nonpoint","Misc Non-industrial: Commercial /Tank/Drum Cleaning: All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B4A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Tank/Drum Cleaning: All Processes","Total: All Solvent Types",NA,NA,"","",""
"3531","2461200000","Nonpoint","Misc Non-industrial: Commercial /Adhesives & Sealants /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B5A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Adhesives and Sealants","Total: All Solvent Types",NA,NA,"","",""
"3532","2461800000","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: All Processes /Total: All Solvent Types","Solvent - Consumer & Commercial Solvent Use","Commercial","B6A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Total: All Solvent Types",NA,NA,"","",""
"3533","2461800001","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: All Processes /Surface Application","Solvent - Consumer & Commercial Solvent Use","Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Surface Application",NA,NA,"5/30/2001 0:00:00","",""
"3534","2461800002","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: All Processes /Soil Incorporation","Solvent - Consumer & Commercial Solvent Use","Commercial","B6B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Soil Incorporation",NA,NA,"5/30/2001 0:00:00","",""
"3535","2461800999","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: All Processes /Solvents: NEC","Solvent - Consumer & Commercial Solvent Use","","","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: All Processes","Solvents: NEC",2461800000,1999,"","4/14/2003 0:00:00",""
"3536","2461850000","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /All Processes","Solvent - Consumer & Commercial Solvent Use","Commercial","B7A","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","All Processes",NA,NA,"12/10/1999 0:00:00","",""
"3537","2461850001","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Corn","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Corn",NA,NA,"12/10/1999 0:00:00","",""
"3538","2461850002","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Apples","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Apples",NA,NA,"12/10/1999 0:00:00","",""
"3539","2461850003","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Grapes","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Grapes",NA,NA,"12/10/1999 0:00:00","",""
"3540","2461850004","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Potatoes","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Potatoes",NA,NA,"12/10/1999 0:00:00","",""
"3541","2461850005","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Soy Beans","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Soy Beans",NA,NA,"12/10/1999 0:00:00","",""
"3542","2461850006","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Hay & Grains","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Hay & Grains",NA,NA,"12/10/1999 0:00:00","",""
"3543","2461850009","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Herbicides, Not Elsewhere Classified","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Herbicides, Not Elsewhere Classified",NA,NA,"5/30/2001 0:00:00","",""
"3544","2461850051","Nonpoint","Misc Non-industrial: Commercial /Pesticide Application: Agricultural /Other Pesticides, Corn","Solvent - Consumer & Commercial Solvent Use","Commercial","B7B","Solvent Utilization","Miscellaneous Non-industrial: Commercial","Pesticide Application: Agricultural","Other Pesticides, Corn",NA,NA,"12/10/1999 0:00:00","",""
